timestamp,path,service
2023-08-05T16:18:58.448604+00,/getAppData,8906
2023-08-05T16:19:01.661743+00,/toggleScore,1
2023-08-05T16:19:02.438928+00,/toggleScore,627
2023-08-05T16:19:02.738896+00,/getAppData,1
2023-08-05T16:19:03.842088+00,/getAppData,1009
2023-08-05T16:20:07.299217+00,/,1
2023-08-05T16:25:07.293369+00,/,1
2023-08-05T16:30:07.349579+00,/,1
2023-08-05T16:35:07.316572+00,/,1
2023-08-05T16:40:07.290165+00,/,1
2023-08-05T16:45:07.290552+00,/,1
2023-08-05T16:50:07.301629+00,/,0
2023-08-05T16:55:07.218518+00,/,1
2023-08-05T17:00:07.187435+00,/,1
2023-08-05T17:05:07.254052+00,/,2
2023-08-05T17:10:07.342482+00,/,1
2023-08-05T17:15:07.285553+00,/,1
2023-08-05T17:20:07.360860+00,/,1
2023-08-05T17:25:07.319697+00,/,1
2023-08-05T17:30:07.354111+00,/,1
2023-08-05T17:35:07.275125+00,/,1
2023-08-05T17:40:07.296596+00,/,1
2023-08-05T17:45:07.268906+00,/,1
2023-08-05T17:50:07.286870+00,/,1
2023-08-05T17:55:07.261090+00,/,2
2023-08-05T18:00:07.269915+00,/,0
2023-08-05T18:05:07.348680+00,/,1
2023-08-05T18:10:07.249544+00,/,1
2023-08-05T18:15:07.328655+00,/,1
2023-08-05T18:20:07.382562+00,/,1
2023-08-05T18:25:07.230005+00,/,1
2023-08-05T18:30:07.302891+00,/,1
2023-08-05T18:35:07.269179+00,/,1
2023-08-05T18:40:07.334040+00,/,1
2023-08-05T18:45:07.271760+00,/,1
2023-08-05T18:50:07.299180+00,/,1
2023-08-05T18:55:07.309439+00,/,1
2023-08-05T19:00:07.265518+00,/,8
2023-08-05T19:01:32.406745+00,/getAppData,1
2023-08-05T19:01:42.863619+00,/getAppData,10360
2023-08-05T19:01:44.220087+00,/toggleScore,1
2023-08-05T19:01:44.749412+00,/toggleScore,445
2023-08-05T19:01:44.877226+00,/getAppData,1
2023-08-05T19:01:45.137735+00,/toggleScore,311
2023-08-05T19:01:46.010753+00,/getAppData,1045
2023-08-05T19:01:46.106022+00,/getAppData,860
2023-08-05T19:01:46.563805+00,/toggleScore,285
2023-08-05T19:01:47.349829+00,/toggleScore,413
2023-08-05T19:01:47.828388+00,/getAppData,1158
2023-08-05T19:01:48.213401+00,/getAppData,740
2023-08-05T19:01:48.863910+00,/setMiwProgress,0
2023-08-05T19:01:49.299319+00,/setMiwProgress,347
2023-08-05T19:01:49.873732+00,/toggleScore,1
2023-08-05T19:01:50.361623+00,/toggleScore,401
2023-08-05T19:01:50.458883+00,/getAppData,1045
2023-08-05T19:01:50.479861+00,/getAppData,1
2023-08-05T19:01:51.268384+00,/getAppData,704
2023-08-05T19:01:56.375564+00,/giveHighFive,1
2023-08-05T19:01:56.721630+00,/giveHighFive,265
2023-08-05T19:01:56.842651+00,/getAppData,2
2023-08-05T19:01:57.660066+00,/getAppData,739
2023-08-05T19:01:59.324089+00,/setMiwProgress,1
2023-08-05T19:01:59.726082+00,/setMiwProgress,320
2023-08-05T19:02:00.019293+00,/toggleScore,3
2023-08-05T19:02:00.402547+00,/toggleScore,304
2023-08-05T19:02:00.539340+00,/getAppData,701
2023-08-05T19:02:01.134142+00,/toggleScore,331
2023-08-05T19:02:01.465753+00,/getAppData,960
2023-08-05T19:02:01.844286+00,/toggleScore,303
2023-08-05T19:02:01.981308+00,/getAppData,1
2023-08-05T19:02:02.316537+00,/toggleScore,330
2023-08-05T19:02:02.640669+00,/getAppData,1412
2023-08-05T19:02:03.515799+00,/toggleScore,479
2023-08-05T19:02:03.743605+00,/getAppData,1679
2023-08-05T19:02:04.350075+00,/getAppData,1923
2023-08-05T19:02:04.869996+00,/getAppData,1240
2023-08-05T19:02:05.352702+00,/toggleScore,264
2023-08-05T19:02:06.203744+00,/getAppData,743
2023-08-05T19:02:08.264175+00,/toggleScore,1
2023-08-05T19:02:08.586162+00,/toggleScore,237
2023-08-05T19:02:08.699888+00,/getAppData,1
2023-08-05T19:02:09.442597+00,/getAppData,653
2023-08-05T19:05:07.331042+00,/,1
2023-08-05T19:10:07.289444+00,/,1
2023-08-05T19:15:07.332673+00,/,1
2023-08-05T19:20:07.272660+00,/,1
2023-08-05T19:25:07.291682+00,/,1
2023-08-05T19:30:07.276709+00,/,1
2023-08-05T19:35:07.317608+00,/,1
2023-08-05T19:40:07.331716+00,/,1
2023-08-05T19:45:07.322526+00,/,1
2023-08-05T19:49:58.132635+00,/getAppData,1
2023-08-05T19:50:06.069911+00,/getAppData,7884
2023-08-05T19:50:07.317518+00,/,1
2023-08-05T19:55:07.341585+00,/,1
2023-08-05T20:00:07.269696+00,/,1
2023-08-05T20:05:07.340571+00,/,1
2023-08-05T20:10:07.343528+00,/,1
2023-08-05T20:15:07.306057+00,/,1
2023-08-05T20:18:01.172106+00,/getAppData,1
2023-08-05T20:18:10.051214+00,/getAppData,8798
2023-08-05T20:18:12.495753+00,/toggleScore,1
2023-08-05T20:18:13.166547+00,/toggleScore,492
2023-08-05T20:18:13.558483+00,/getAppData,1
2023-08-05T20:18:14.518500+00,/getAppData,828
2023-08-05T20:18:15.172127+00,/toggleScore,421
2023-08-05T20:18:16.441215+00,/getAppData,963
2023-08-05T20:18:46.321112+00,/giveHighFive,1
2023-08-05T20:18:47.070446+00,/giveHighFive,639
2023-08-05T20:18:47.198734+00,/getAppData,1
2023-08-05T20:18:48.214472+00,/getAppData,860
2023-08-05T20:18:51.866531+00,/toggleScore,1
2023-08-05T20:18:52.441291+00,/toggleScore,416
2023-08-05T20:18:52.597984+00,/getAppData,1
2023-08-05T20:18:53.647486+00,/getAppData,935
2023-08-05T20:20:07.301016+00,/,1
2023-08-05T20:25:07.268393+00,/,1
2023-08-05T20:30:07.249376+00,/,1
2023-08-05T20:35:07.349139+00,/,1
2023-08-05T20:40:07.301655+00,/,1
2023-08-05T20:45:07.294697+00,/,1
2023-08-05T20:50:07.292174+00,/,1
2023-08-05T20:55:07.300272+00,/,1
2023-08-05T21:00:07.241529+00,/,1
2023-08-05T21:05:07.314529+00,/,1
2023-08-05T21:10:07.365185+00,/,1
2023-08-05T21:15:07.330208+00,/,4
2023-08-05T21:20:07.323281+00,/,1
2023-08-05T21:25:07.303961+00,/,1
2023-08-05T21:30:07.325673+00,/,1
2023-08-05T21:35:07.330165+00,/,1
2023-08-05T21:40:07.301905+00,/,1
2023-08-05T21:45:07.282274+00,/,1
2023-08-05T21:50:07.354116+00,/,1
2023-08-05T21:55:07.316524+00,/,1
2023-08-05T22:00:07.289585+00,/,2
2023-08-05T22:05:07.298791+00,/,1
2023-08-05T22:10:07.334595+00,/,3
2023-08-05T22:15:07.399356+00,/,1
2023-08-05T22:20:07.330856+00,/,1
2023-08-05T22:25:07.280805+00,/,1
2023-08-05T22:30:07.299847+00,/,1
2023-08-05T22:31:18.819170+00,/getAppData,1
2023-08-05T22:31:28.843092+00,/getAppData,9986
2023-08-05T22:31:30.273154+00,/toggleScore,1
2023-08-05T22:31:30.832407+00,/toggleScore,510
2023-08-05T22:31:31.068694+00,/getAppData,1
2023-08-05T22:31:32.148662+00,/getAppData,1036
2023-08-05T22:31:40.076488+00,/setMiwProgress,1
2023-08-05T22:31:40.591718+00,/setMiwProgress,480
2023-08-05T22:31:40.657859+00,/getAppData,1
2023-08-05T22:31:41.635563+00,/getAppData,938
2023-08-05T22:32:09.858288+00,/giveHighFive,1
2023-08-05T22:32:10.323666+00,/giveHighFive,431
2023-08-05T22:32:10.473908+00,/getAppData,1
2023-08-05T22:32:11.389974+00,/getAppData,886
2023-08-05T22:35:07.256199+00,/,1
2023-08-05T22:40:07.365728+00,/,1
2023-08-05T22:45:07.360707+00,/,1
2023-08-05T22:50:07.269850+00,/,1
2023-08-05T22:55:07.270179+00,/,1
2023-08-05T23:00:07.274051+00,/,1
2023-08-05T23:05:07.247659+00,/,1
2023-08-05T23:10:07.334567+00,/,1
2023-08-05T23:15:07.276903+00,/,1
2023-08-05T23:20:07.298305+00,/,1
2023-08-05T23:25:07.254930+00,/,1
2023-08-05T23:30:07.255190+00,/,1
2023-08-05T23:35:07.241288+00,/,1
2023-08-05T23:40:07.297214+00,/,2
2023-08-05T23:45:07.299918+00,/,1
2023-08-05T23:50:07.280769+00,/,1
2023-08-05T23:55:07.322327+00,/,1
2023-08-06T00:00:07.265264+00,/,1
2023-08-06T00:05:07.271356+00,/,1
2023-08-06T00:10:07.322666+00,/,2
2023-08-06T00:15:07.314122+00,/,1
2023-08-06T00:20:08.462471+00,/,1
2023-08-06T00:25:07.302180+00,/,1
2023-08-06T00:30:07.304669+00,/,1
2023-08-06T00:35:07.244163+00,/,1
2023-08-06T00:40:07.297502+00,/,1
2023-08-06T00:45:07.307401+00,/,1
2023-08-06T00:50:07.266229+00,/,1
2023-08-06T00:55:07.264339+00,/,1
2023-08-06T01:00:07.343632+00,/,1
2023-08-06T01:05:07.248654+00,/,1
2023-08-06T01:10:07.278328+00,/,2
2023-08-06T01:15:07.315718+00,/,1
2023-08-06T01:20:07.301378+00,/,1
2023-08-06T01:25:07.268012+00,/,1
2023-08-06T01:30:07.306539+00,/,1
2023-08-06T01:35:07.322885+00,/,1
2023-08-06T01:40:07.310023+00,/,1
2023-08-06T01:45:07.268136+00,/,1
2023-08-06T01:50:07.340564+00,/,1
2023-08-06T01:55:07.309887+00,/,1
2023-08-06T02:00:07.301523+00,/,1
2023-08-06T02:05:07.288748+00,/,1
2023-08-06T02:10:07.328299+00,/,1
2023-08-06T02:15:07.295907+00,/,1
2023-08-06T02:20:07.307120+00,/,1
2023-08-06T02:22:35.791876+00,/getAppData,0
2023-08-06T02:22:44.571450+00,/getAppData,8693
2023-08-06T02:25:07.310540+00,/,1
2023-08-06T02:30:07.274012+00,/,1
2023-08-06T02:31:13.161519+00,/setMiwProgress,1
2023-08-06T02:31:13.852322+00,/setMiwProgress,607
2023-08-06T02:31:14.282543+00,/getAppData,1
2023-08-06T02:31:15.153085+00,/getAppData,793
2023-08-06T02:35:07.393319+00,/,1
2023-08-06T02:40:07.257361+00,/,1
2023-08-06T02:45:07.276313+00,/,1
2023-08-06T02:50:07.317079+00,/,1
2023-08-06T02:55:07.308376+00,/,1
2023-08-06T03:00:07.347561+00,/,1
2023-08-06T03:05:07.302580+00,/,2
2023-08-06T03:10:07.243487+00,/,1
2023-08-06T03:14:29.358164+00,/getAppData,1
2023-08-06T03:14:41.403480+00,/getAppData,11956
2023-08-06T03:14:54.524132+00,/toggleScore,1
2023-08-06T03:14:55.093098+00,/toggleScore,478
2023-08-06T03:14:55.261516+00,/getAppData,1
2023-08-06T03:14:56.276745+00,/getAppData,930
2023-08-06T03:14:56.525857+00,/setMiwProgress,1
2023-08-06T03:14:56.996880+00,/setMiwProgress,388
2023-08-06T03:14:57.995860+00,/getAppData,791
2023-08-06T03:15:07.362980+00,/,1
2023-08-06T03:15:22.673733+00,/toggleScore,1
2023-08-06T03:15:23.244846+00,/toggleScore,368
2023-08-06T03:15:23.410418+00,/getAppData,1
2023-08-06T03:15:24.222661+00,/getAppData,716
2023-08-06T03:20:07.327993+00,/,1
2023-08-06T03:25:07.281377+00,/,1
2023-08-06T03:30:07.255625+00,/,1
2023-08-06T03:35:07.294007+00,/,1
2023-08-06T03:40:07.314323+00,/,1
2023-08-06T03:43:07.794325+00,/getAppData,1
2023-08-06T03:43:08.650278+00,/getAppData,822
2023-08-06T03:43:11.223361+00,/toggleScore,1
2023-08-06T03:43:11.629899+00,/toggleScore,362
2023-08-06T03:43:12.606774+00,/getAppData,903
2023-08-06T03:43:13.243392+00,/toggleScore,301
2023-08-06T03:43:13.323748+00,/getAppData,1
2023-08-06T03:43:14.298718+00,/getAppData,936
2023-08-06T03:43:15.340904+00,/toggleScore,333
2023-08-06T03:43:16.521043+00,/getAppData,1053
2023-08-06T03:43:17.224550+00,/toggleScore,1
2023-08-06T03:43:17.558181+00,/toggleScore,295
2023-08-06T03:43:18.409913+00,/getAppData,792
2023-08-06T03:43:20.417896+00,/toggleScore,310
2023-08-06T03:43:20.481145+00,/getAppData,1
2023-08-06T03:43:21.215076+00,/getAppData,712
2023-08-06T03:43:30.383780+00,/giveHighFive,1
2023-08-06T03:43:30.689462+00,/giveHighFive,262
2023-08-06T03:43:30.828213+00,/getAppData,1
2023-08-06T03:43:31.618046+00,/getAppData,754
2023-08-06T03:45:07.337661+00,/,1
2023-08-06T03:50:07.276159+00,/,1
2023-08-06T03:52:51.573244+00,/getAppData,1
2023-08-06T03:52:52.359702+00,/getAppData,763
2023-08-06T03:52:54.863015+00,/toggleScore,0
2023-08-06T03:52:55.351431+00,/toggleScore,433
2023-08-06T03:52:56.384766+00,/getAppData,963
2023-08-06T03:55:07.281613+00,/,2
2023-08-06T04:00:07.310470+00,/,1
2023-08-06T04:05:07.312590+00,/,1
2023-08-06T04:10:07.336445+00,/,1
2023-08-06T04:15:07.366564+00,/,1
2023-08-06T04:20:07.370159+00,/,1
2023-08-06T04:25:07.334733+00,/,3
2023-08-06T04:30:07.346475+00,/,1
2023-08-06T04:35:07.294301+00,/,1
2023-08-06T04:40:07.308292+00,/,1
2023-08-06T04:45:07.340601+00,/,1
2023-08-06T04:50:07.313884+00,/,1
2023-08-06T04:55:07.297428+00,/,1
2023-08-06T05:00:07.304033+00,/,1
2023-08-06T05:05:07.326498+00,/,1
2023-08-06T05:10:07.348464+00,/,1
2023-08-06T05:15:07.386442+00,/,1
2023-08-06T05:20:07.402764+00,/,1
2023-08-06T05:25:07.310672+00,/,1
2023-08-06T05:30:07.313844+00,/,1
2023-08-06T05:35:07.265345+00,/,1
2023-08-06T05:40:07.306462+00,/,1
2023-08-06T05:45:07.359128+00,/,1
2023-08-06T05:50:07.273645+00,/,1
2023-08-06T05:55:07.349859+00,/,1
2023-08-06T06:00:07.285756+00,/,1
2023-08-06T06:05:07.282206+00,/,1
2023-08-06T06:10:07.250992+00,/,1
2023-08-06T06:15:07.387351+00,/,1
2023-08-06T06:20:07.252745+00,/,2
2023-08-06T06:25:07.304293+00,/,1
2023-08-06T06:30:07.374623+00,/,2
2023-08-06T06:35:07.238682+00,/,1
2023-08-06T06:40:07.277552+00,/,1
2023-08-06T06:45:07.307360+00,/,1
2023-08-06T06:50:07.295756+00,/,1
2023-08-06T06:55:07.303986+00,/,1
2023-08-06T07:00:07.416826+00,/,1
2023-08-06T07:05:07.305165+00,/,1
2023-08-06T07:10:07.302275+00,/,1
2023-08-06T07:15:07.296607+00,/,1
2023-08-06T07:20:07.322507+00,/,3
2023-08-06T07:25:07.293961+00,/,1
2023-08-06T07:30:07.313127+00,/,1
2023-08-06T07:35:07.277323+00,/,1
2023-08-06T07:40:07.274804+00,/,1
2023-08-06T07:45:07.309021+00,/,1
2023-08-06T07:50:07.348289+00,/,1
2023-08-06T07:55:07.312409+00,/,1
2023-08-06T08:00:07.326181+00,/,1
2023-08-06T08:05:07.203014+00,/,1
2023-08-06T08:10:07.328088+00,/,1
2023-08-06T08:15:07.315663+00,/,1
2023-08-06T08:20:07.254892+00,/,1
2023-08-06T08:25:07.343696+00,/,1
2023-08-06T08:30:07.343899+00,/,1
2023-08-06T08:35:07.242632+00,/,1
2023-08-06T08:40:07.325578+00,/,1
2023-08-06T08:45:07.332659+00,/,1
2023-08-06T08:50:07.320194+00,/,1
2023-08-06T08:55:07.288998+00,/,1
2023-08-06T09:00:07.328034+00,/,1
2023-08-06T09:05:07.301143+00,/,1
2023-08-06T09:10:07.372184+00,/,1
2023-08-06T09:15:07.349345+00,/,1
2023-08-06T09:20:07.284013+00,/,1
2023-08-06T09:25:07.314447+00,/,1
2023-08-06T09:30:07.343062+00,/,1
2023-08-06T09:35:07.322223+00,/,1
2023-08-06T09:40:07.312749+00,/,1
2023-08-06T09:45:07.320484+00,/,1
2023-08-06T09:50:07.304133+00,/,1
2023-08-06T09:55:07.356289+00,/,1
2023-08-06T10:00:07.336653+00,/,1
2023-08-06T10:05:07.314912+00,/,1
2023-08-06T10:10:07.360487+00,/,1
2023-08-06T10:15:07.366994+00,/,1
2023-08-06T10:20:07.381494+00,/,1
2023-08-06T10:25:07.350156+00,/,1
2023-08-06T10:30:07.393914+00,/,1
2023-08-06T10:35:07.319657+00,/,1
2023-08-06T10:40:07.345059+00,/,1
2023-08-06T10:45:07.336106+00,/,1
2023-08-06T10:50:07.306954+00,/,1
2023-08-06T10:55:07.431061+00,/,1
2023-08-06T11:00:07.344424+00,/,1
2023-08-06T11:05:07.376071+00,/,1
2023-08-06T11:10:07.351526+00,/,1
2023-08-06T11:15:07.333966+00,/,1
2023-08-06T11:20:07.347372+00,/,1
2023-08-06T11:25:07.265447+00,/,1
2023-08-06T11:30:07.331591+00,/,1
2023-08-06T11:35:07.299958+00,/,1
2023-08-06T11:40:07.387744+00,/,1
2023-08-06T11:45:07.332082+00,/,1
2023-08-06T11:50:07.333205+00,/,1
2023-08-06T11:55:07.357658+00,/,1
2023-08-06T12:00:07.353220+00,/,1
2023-08-06T12:05:07.348775+00,/,1
2023-08-06T12:10:07.336578+00,/,1
2023-08-06T12:15:07.304356+00,/,1
2023-08-06T12:20:07.383763+00,/,1
2023-08-06T12:25:07.361051+00,/,1
2023-08-06T12:30:07.343068+00,/,1
2023-08-06T12:35:07.314233+00,/,1
2023-08-06T12:40:07.346103+00,/,1
2023-08-06T12:45:07.344594+00,/,1
2023-08-06T12:50:07.327134+00,/,2
2023-08-06T12:55:07.395553+00,/,1
2023-08-06T13:00:07.343432+00,/,1
2023-08-06T13:05:07.312637+00,/,1
2023-08-06T13:10:07.443513+00,/,1
2023-08-06T13:15:07.349705+00,/,1
2023-08-06T13:20:07.361640+00,/,1
2023-08-06T13:25:07.443320+00,/,1
2023-08-06T13:30:07.344911+00,/,2
2023-08-06T13:35:07.313232+00,/,1
2023-08-06T13:40:07.369142+00,/,1
2023-08-06T13:45:07.350684+00,/,1
2023-08-06T13:50:07.302833+00,/,1
2023-08-06T13:55:07.331298+00,/,1
2023-08-06T14:00:07.336205+00,/,1
2023-08-06T14:05:07.388420+00,/,1
2023-08-06T14:05:28.792099+00,/getAppData,1
2023-08-06T14:05:37.260773+00,/getAppData,8427
2023-08-06T14:10:07.369380+00,/,1
2023-08-06T14:15:07.310524+00,/,1
2023-08-06T14:20:07.325357+00,/,1
2023-08-06T14:20:38.031056+00,/getAppData,1
2023-08-06T14:20:38.965732+00,/getAppData,850
2023-08-06T14:25:07.390572+00,/,1
2023-08-06T14:30:07.302130+00,/,1
2023-08-06T14:35:07.382255+00,/,1
2023-08-06T14:40:07.400892+00,/,1
2023-08-06T14:45:07.322168+00,/,1
2023-08-06T14:50:07.299204+00,/,1
2023-08-06T14:55:07.422994+00,/,1
2023-08-06T15:00:07.317898+00,/,1
2023-08-06T15:05:07.353453+00,/,1
2023-08-06T15:10:07.316736+00,/,1
2023-08-06T15:15:07.307672+00,/,1
2023-08-06T15:20:07.312268+00,/,1
2023-08-06T15:25:07.370324+00,/,1
2023-08-06T15:30:07.322060+00,/,2
2023-08-06T15:35:07.319399+00,/,1
2023-08-06T15:40:07.433839+00,/,1
2023-08-06T15:45:07.355617+00,/,1
2023-08-06T15:50:07.268648+00,/,1
2023-08-06T15:55:07.405192+00,/,1
2023-08-06T16:00:07.406292+00,/,1
2023-08-06T16:05:07.339483+00,/,1
2023-08-06T16:10:07.376200+00,/,1
2023-08-06T16:15:07.325579+00,/,1
2023-08-06T16:20:07.338793+00,/,1
2023-08-06T16:25:07.351061+00,/,1
2023-08-06T16:30:07.322971+00,/,1
2023-08-06T16:35:07.324876+00,/,1
2023-08-06T16:40:07.304603+00,/,1
2023-08-06T16:45:07.363241+00,/,1
2023-08-06T16:50:07.315678+00,/,1
2023-08-06T16:55:07.345181+00,/,1
2023-08-06T17:00:07.354518+00,/,1
2023-08-06T17:05:07.314736+00,/,1
2023-08-06T17:10:07.380574+00,/,1
2023-08-06T17:15:07.373667+00,/,1
2023-08-06T17:20:07.347861+00,/,1
2023-08-06T17:25:07.310149+00,/,1
2023-08-06T17:30:07.303180+00,/,1
2023-08-06T17:35:07.244223+00,/,1
2023-08-06T17:38:11.659740+00,/getAppData,1
2023-08-06T17:38:21.281027+00,/getAppData,9196
2023-08-06T17:38:39.212959+00,/toggleScore,1
2023-08-06T17:38:39.708614+00,/toggleScore,445
2023-08-06T17:38:40.086178+00,/getAppData,1
2023-08-06T17:38:40.994948+00,/getAppData,849
2023-08-06T17:38:47.858174+00,/toggleScore,1
2023-08-06T17:38:48.284186+00,/toggleScore,367
2023-08-06T17:38:48.630142+00,/getAppData,1
2023-08-06T17:38:49.556858+00,/getAppData,873
2023-08-06T17:39:21.708388+00,/setMiwProgress,1
2023-08-06T17:39:22.179145+00,/setMiwProgress,417
2023-08-06T17:39:22.746018+00,/getAppData,1
2023-08-06T17:39:23.721638+00,/getAppData,918
2023-08-06T17:40:07.390045+00,/,1
2023-08-06T17:45:07.262164+00,/,1
2023-08-06T17:50:07.375654+00,/,1
2023-08-06T17:55:07.339460+00,/,1
2023-08-06T18:00:07.245761+00,/,1
2023-08-06T18:05:07.309799+00,/,1
2023-08-06T18:10:07.348662+00,/,1
2023-08-06T18:15:07.356262+00,/,1
2023-08-06T18:20:07.287745+00,/,1
2023-08-06T18:25:07.365691+00,/,1
2023-08-06T18:30:07.320161+00,/,1
2023-08-06T18:35:07.269951+00,/,1
2023-08-06T18:40:07.390475+00,/,2
2023-08-06T18:45:07.372111+00,/,1
2023-08-06T18:50:07.276400+00,/,1
2023-08-06T18:55:07.343859+00,/,1
2023-08-06T19:00:07.311123+00,/,1
2023-08-06T19:00:59.414393+00,/getProfileData,0
2023-08-06T19:01:07.783266+00,/getProfileData,8309
2023-08-06T19:05:07.287092+00,/,1
2023-08-06T19:10:07.282279+00,/,0
2023-08-06T19:15:07.267759+00,/,1
2023-08-06T19:20:07.301555+00,/,1
2023-08-06T19:25:07.407955+00,/,52
2023-08-06T19:30:07.267731+00,/,2
2023-08-06T19:35:07.238059+00,/,2
2023-08-06T19:40:07.333402+00,/,4
2023-08-06T19:45:07.287655+00,/,1
2023-08-06T19:50:07.406374+00,/,1
2023-08-06T19:55:07.291433+00,/,2
2023-08-06T20:00:07.294036+00,/,1
2023-08-06T20:05:07.263263+00,/,2
2023-08-06T20:10:07.304392+00,/,1
2023-08-06T20:15:07.269606+00,/,1
2023-08-06T20:20:07.332317+00,/,1
2023-08-06T20:25:07.317341+00,/,1
2023-08-06T20:30:07.355989+00,/,2
2023-08-06T20:35:07.339722+00,/,1
2023-08-06T20:40:07.299336+00,/,1
2023-08-06T20:45:07.339294+00,/,1
2023-08-06T20:50:07.292537+00,/,1
2023-08-06T20:55:07.317518+00,/,1
2023-08-06T21:00:07.287731+00,/,1
2023-08-06T21:05:07.350849+00,/,1
2023-08-06T21:10:07.328629+00,/,1
2023-08-06T21:15:07.342736+00,/,1
2023-08-06T21:20:07.296257+00,/,1
2023-08-06T21:25:07.326413+00,/,1
2023-08-06T21:30:07.242893+00,/,1
2023-08-06T21:35:07.322464+00,/,2
2023-08-06T21:40:07.360619+00,/,1
2023-08-06T21:41:05.428585+00,/getAppData,1
2023-08-06T21:41:14.591819+00,/getAppData,9119
2023-08-06T21:41:23.454361+00,/toggleScore,1
2023-08-06T21:41:24.003011+00,/toggleScore,510
2023-08-06T21:41:24.214723+00,/getAppData,0
2023-08-06T21:41:25.100219+00,/getAppData,846
2023-08-06T21:45:07.267471+00,/,1
2023-08-06T21:50:07.317216+00,/,1
2023-08-06T21:55:07.296325+00,/,2
2023-08-06T22:00:07.284355+00,/,1
2023-08-06T22:05:07.265955+00,/,1
2023-08-06T22:10:07.327343+00,/,1
2023-08-06T22:14:06.489391+00,/logout,1
2023-08-06T22:14:11.569455+00,/logout,4980
2023-08-06T22:15:07.318485+00,/,1
2023-08-06T22:15:10.428672+00,/login,1
2023-08-06T22:15:10.954209+00,/login,420
2023-08-06T22:15:11.099645+00,/getAppData,1
2023-08-06T22:15:12.090111+00,/getAppData,895
2023-08-06T22:20:07.369213+00,/,1
2023-08-06T22:25:07.329009+00,/,1
2023-08-06T22:30:07.298451+00,/,1
2023-08-06T22:35:07.310598+00,/,1
2023-08-06T22:40:07.333840+00,/,1
2023-08-06T22:45:07.336850+00,/,1
2023-08-06T22:50:07.367230+00,/,1
2023-08-06T22:55:07.362188+00,/,1
2023-08-06T23:00:07.325562+00,/,1
2023-08-06T23:05:07.350330+00,/,1
2023-08-06T23:10:07.273292+00,/,1
2023-08-06T23:15:07.259197+00,/,1
2023-08-06T23:20:07.299774+00,/,1
2023-08-06T23:25:07.308833+00,/,1
2023-08-06T23:30:07.216604+00,/,2
2023-08-06T23:35:07.322266+00,/,1
2023-08-06T23:40:07.296766+00,/,2
2023-08-06T23:45:07.287087+00,/,1
2023-08-06T23:50:07.255188+00,/,1
2023-08-06T23:55:07.272485+00,/,1
2023-08-07T00:00:07.335148+00,/,1
2023-08-07T00:05:07.339695+00,/,1
2023-08-07T00:10:07.303594+00,/,1
2023-08-07T00:15:07.276453+00,/,1
2023-08-07T00:20:07.276178+00,/,1
2023-08-07T00:25:07.338089+00,/,1
2023-08-07T00:30:07.296124+00,/,1
2023-08-07T00:35:07.273846+00,/,3
2023-08-07T00:40:07.350141+00,/,1
2023-08-07T00:45:07.265282+00,/,1
2023-08-07T00:50:07.287470+00,/,1
2023-08-07T00:55:07.340223+00,/,1
2023-08-07T01:00:07.234942+00,/,2
2023-08-07T01:05:07.306868+00,/,1
2023-08-07T01:10:07.368716+00,/,1
2023-08-07T01:15:07.322525+00,/,1
